GEOID,district,longitude,latitude,elevation,updated,name,ownership,built,type,doctors,nurses,nurses2,pcns,ehts,pharmacists,labtechs,beds,maternal,general,cathmentpo,distneares,has_community,has_community2,water_pipe,water_run,electric,electric2,distnear2,sanitation,sanitation2,sanitation3,security,security2,tar_road,gravel_road,incinerator,autoway,dental,comments,type_edite
700,Mberengwa,30.3904705048,-20.71839,0,1998,Mponjani,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
701,Mberengwa,30.022060394299999,-20.82161,0,1998,Mposi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
702,Gokwe,28.045280456499999,-18.465,0,1998,Msala,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
703,Kariba,28.767780304,-17.15861,0,1998,Msampakaruma,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
704,Guruve,31.118249893200002,-16.11073,0,1998,Msengezi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
705,Chegutu,30.102500915499999,-17.94944,0,1998,Msengezi,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
706,Chegutu,30.323059082,-17.94944,0,1998,Msengezi,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
707,Kwekwe,29.156139373799999,-19.17339,0,1998,Msilahove,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
708,Mt Darwin,31.588720321699999,-16.77578,0,1998,Mt Darwin,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
709,Mutasa,32.502639770499997,-18.75283,0,1998,Mt Jenya,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
710,Nyanga,32.735778808600003,-17.97469,0,1998,Mt Mellary,4,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
711,Hwedza,31.6835803986,-18.70842,0,1998,Mt St Mary's,4,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
712,Mutare,32.135810852100001,-19.10497,0,1998,Mt Zuma,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
713,Chipinge,32.703060150100001,-20.42389,0,1998,Mt. Selinda,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
714,Zvishavane,30.284189224199999,-20.46786,0,1998,Mtambi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
715,Chirumanzu,30.620389938399999,-19.3525,0,1998,Mtao,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
716,Zvimba,30.934719085699999,-17.75806,0,1998,Mthu,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
717,Gokwe,29.006940841700001,-17.72083,0,1998,Mtora,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
718,Gwanda,28.906919479399999,-20.70111,0,1998,Mtshabezi,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
719,Tsholotsho,27.088609695399999,-18.35889,0,1998,Mtshayeli,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
720,Makoni,31.934360504200001,-18.53472,0,1998,Mubvurungwa,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
721,Chimanimani,32.948608398399998,-20.01139,0,1998,Muchadziya,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
722,Masvingo,30.819360733,-20.08344,0,1998,Mucheke,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
723,Binga,27.689170837399999,-17.94778,0,1998,Muchesu,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
724,Seke,31.019859314000001,-18.29,0,1998,Muda,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
725,Buhera,31.7175598145,-19.39111,0,1998,Mudanda,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
726,Marondara,31.090059280399998,-18.28439,0,1998,Mudzimuirema,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
727,Chikomba,31.604440689099999,-18.8415,0,1998,Mufudziwakanaka,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
728,Makonde,30.057220459,-16.92889,0,1998,Muitubu,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
729,Makoni,32.002719879200001,-18.86703,0,1998,Mukamba,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
730,Hwedza,31.821329116800001,-18.87653,0,1998,Mukamba,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
731,Kadoma,30.489170074499999,-18.55667,0,1998,Mukarati,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
732,Gutu,31.1578903198,-19.75686,0,1998,Mukaro,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
733,Mberengwa,30.1403102875,-21.00736,0,1998,Muketi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
734,Mazowe,31.164319992100001,-16.986,0,1998,Mukodzongi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
735,Makonde,29.810829162600001,-17.81028,0,1998,Mukohwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
736,Rushinga,32.298728942899999,-16.61053,0,1998,Mukonde,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
737,Rushinga,32.656101226799997,-16.65855,0,1998,Mukosa,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
738,Masvingo,30.889780044599998,-20.53867,0,1998,Mukosi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
739,Mt Darwin,31.6518993378,-16.20028,0,1998,Mukumbura,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
740,Makoni,32.2184715271,-18.50592,0,1998,Mukuwapasi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
741,Mutare,32.355358123800002,-19.52181,0,1998,Mukwada,5,0,clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
742,Chiredzi,31.884609222400002,-20.83886,0,1998,Mkwasine,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
743,Mwenezi,30.059169769299999,-21.21417,0,1998,Mulelesi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
744,Murehwa,31.590780258199999,-17.89122,0,1998,Munamba,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
745,Mutasa,32.989578247099999,-18.4225,0,1998,Mundeya,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
747,Buhera,31.734609603900001,-19.15669,0,1998,Munyanyi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
748,Mwenezi,30.524719238300001,-21.30167,0,1998,Munyanyi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
749,Kwekwe,29.786970138499999,-18.67142,0,1998,Munyati,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
750,Gutu,31.8052196503,-19.72236,0,1998,Munyikwa,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
751,Bindura,31.253519058199998,-17.52205,0,1998,Muonwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
752,Chipinge,32.2766685486,-21.07389,0,1998,Muparadze,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
753,Chegutu,30.502500534100001,-18.48056,0,1998,Mupawose,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
754,Mutasa,32.801471710199998,-18.57139,0,1998,Mupotedzi,5,0,Gvt Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
755,Zvimba,30.290830612200001,-17.73194,0,1998,Mupurubu,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
756,Buhera,31.655559539799999,-19.26678,0,1998,Murambinda,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
757,Kadoma,30.721670150800001,-18.58333,0,1998,Murambwa,5,0,Council clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
758,Makonde,30.0263900757,-17.27556,0,1998,Murereka,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
759,Murehwa,31.787639617899998,-17.65783,0,1998,Murewa,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
760,Chikomba,31.053560257000001,-19.20133,0,1998,Murezi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
761,Zvimba,30.600000381499999,-17.24556,0,1998,Muriel,5,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
762,Masvingo,31.053779602100001,-20.37325,0,1998,Murinye,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
763,Zvimba,30.201110839799998,-17.70722,0,1998,Murombedzi,7,0,Private Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
764,Mutare,32.556388855000002,-19.38897,0,1998,Muromo,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
765,Mberengwa,30.25756073,-20.60161,0,1998,Murongwe,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
766,Mwenezi,30.424440383899999,-21.05917,0,1998,Murove,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
767,Zvishavane,30.386940002399999,-20.53392,0,1998,Murowa,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
768,Buhera,31.833530426,-19.53361,0,1998,Murwira,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
769,Bikita,31.653060913099999,-19.94133,0,1998,Murwira,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
770,Chipinge,32.403331756599997,-20.08361,0,1998,Musani,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
771,Masvingo,30.718639373799999,-20.20614,0,1998,Mushandike,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
772,Mwenezi,30.5838909149,-21.07639,0,1998,Mushava,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
773,Gutu,31.100919723499999,-19.72333,0,1998,Mushaviri,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
774,Zaka,31.285970687900001,-20.60228,0,1998,Mushaya,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
775,Chikomba,31.6836395264,-19.02072,0,1998,Mushipe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
776,Mutare,32.440811157200002,-19.16811,0,1998,Mushunje,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
777,Chegutu,30.498889923099998,-18.30306,0,1998,Musinami,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
778,Chipinge,32.580280304,-20.46028,0,1998,Musirwizi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
779,Zaka,31.439939498899999,-20.43994,0,1998,Musiso,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
780,Gokwe,28.5786094666,-17.84361,0,1998,Musita,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
781,Ump,31.9763908386,-17.40333,0,1998,Muskwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
782,Chikomba,31.519689559900002,-19.15311,0,1998,Musuma,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
783,Mberengwa,30.239059448199999,-20.92289,0,1998,Musume,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
784,Masvingo,31.070220947300001,-20.70494,0,1998,Musvovi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
785,Chimanimani,32.6860313416,-19.53492,0,1998,Mutambara,2,0,Acting District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,"District H"
786,Chipinge,32.194999694800003,-21.01056,0,1998,Mutandahwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
787,Gokwe,29.2402801514,-18.20472,0,1998,Mutange,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
788,Mutare,32.670471191399997,-18.96972,0,1998,Mutare,1,0,Provincial Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
789,Mutasa,32.653938293499998,-18.55447,0,1998,Mutasa,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
790,Ump,31.973890304600001,-17.12139,0,1998,Mutawatawa,2,0,District Hosptal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
791,Chipinge,32.3602790833,-20.13417,0,1998,Mutema,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
792,Gutu,30.987970352200001,-19.88822,0,1998,Mutema,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
793,Mutoko,32.2535591125,-17.41978,0,1998,Mutemwa Lep.,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
794,Buhera,31.9686908722,-19.76764,0,1998,Mutepfe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
795,Gutu,31.438030242899998,-19.63433,0,1998,Mutero,3,0,Mission Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
796,Chiredzi,32.1204414368,-20.93611,0,1998,Muteyo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
797,Buhera,32.0673103333,-19.72489,0,1998,Mutiusinazita,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
798,Mutoko,32.238609314000001,-17.42342,0,1998,Mutoko,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
799,Zvimba,30.676389694200001,-17.14667,0,1998,Mutorashanga,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
800,Chikomba,31.0838298798,-18.85592,0,1998,Mutoro,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
801,Chimanimani,32.912498474099998,-20.07528,0,1998,Mutsvangwa,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
802,Mt Darwin,31.522720336900001,-16.60139,0,1998,Mutungagore,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
803,Kadoma,29.491939544699999,-17.94722,0,1998,Muuyu,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
804,Chirumanzu,30.7020301819,-19.42233,0,1998,Muwonde,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
805,Centenary,30.892499923700001,-16.3925,0,1998,Muzarabani,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
806,Buhera,31.971670150800001,-19.58381,0,1998,Muzokomba,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
807,Kadoma,30.582500457799998,-18.54444,0,1998,Muzvezve,5,0,Gvt Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
808,Chirumanzu,30.520860672000001,-19.29036,0,1998,Mvuma,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
810,Hurungwe,29.776109695399999,-16.67167,0,1998,Mwami,5,0,clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
811,Goromonzi,31.486810684200002,-17.76875,0,1998,Mwanza,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
812,Hwange,26.5605602264,-18.18333,0,1998,Mwemba,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
813,Mwenezi,30.7000007629,-21.41417,0,1998,Mwenezi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
814,Mberengwa,29.704500198400002,-20.77317,0,1998,Mwenezi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
815,Chikomba,31.2366409302,-19.05522,0,1998,Mwerahari,3,0,Mission Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
816,Gokwe,29.0527801514,-17.47944,0,1998,Mzadzi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
817,Gwanda,29.135580062900001,-20.65025,0,1998,Mzimuni,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
818,Mazowe,31.002819061299999,-17.36957,0,1998,N.E.M.Centre,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
819,Maphisa,28.505279541,-20.69019,0,1998,Natisa,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
820,Zaka,31.321920394900001,-20.18517,0,1998,Ndanga,4,0,Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
821,Bulilimamangwe,27.750829696699999,-20.36611,0,1998,Ndiweni,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
822,Hwange,25.9838905334,-18.10083,0,1998,Ndlovu,6,0,Rural Health centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
823,Bulilimamangwe,27.328329086299998,-19.94806,0,1998,Ndolwane,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
824,Makoni,31.874919891400001,-18.55028,0,1998,Nedevedzo,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
825,Kariba,28.241109848000001,-17.19278,0,1998,Negande,5,0,Gvt Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
826,Mberengwa,30.354919433599999,-20.68572,0,1998,Negobe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
827,Guruve,30.759170532199999,-16.51056,0,1998,Negomo,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
828,Mwenezi,30.602779388399998,-20.82833,0,1998,Nehanda,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
829,Gutu,31.684059143100001,-19.83439,0,1998,Nemashakwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
830,Mt Darwin,31.500150680499999,-16.58956,0,1998,Nembire,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
831,Masvingo,30.920440673800002,-20.27436,0,1998,Nemwanwa,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
832,Gokwe,28.2530593872,-17.44139,0,1998,Nenyunga,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
